label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
OK,-0.0,0.0,0.0,-0.0947293,-0.6412636,-0.034265205,-0.34543186,-1.2751819,-0.12659644,-0.43789405,-1.7715322,-0.21518752,-0.4197058,-2.1957548,-0.28635874,-0.6671093,-1.0289332,-0.27296248,-1.2497011,-1.1322496,-0.38252145,-1.0788777,-1.0538524,-0.40928307,-0.85783964,-0.9960555,-0.40765062,-0.73230964,-0.6058668,-0.3108827,-1.2547709,-0.7345848,-0.34083384,-1.0873231,-0.71218055,-0.28529298,-0.87769896,-0.66265666,-0.2626808,-0.7601198,-0.19744046,-0.33997056,-1.2240136,-0.36871454,-0.32917967,-1.0732633,-0.35540393,-0.20768616,-0.87971485,-0.29987586,-0.15057145,-0.76639235,0.16817597,-0.3693988,-1.133961,-0.036010593,-0.32587168,-1.0021824,-0.03697721,-0.19788839,-0.841567,0.025294,-0.1204443
OK,-0.0,0.0,0.0,-0.10756984,-0.6315086,-0.02860406,-0.35893914,-1.2606893,-0.117751524,-0.4514877,-1.7524713,-0.20373435,-0.43532625,-2.165298,-0.272057,-0.6613035,-1.0298176,-0.26992968,-1.2409031,-1.1173128,-0.38359365,-1.0757279,-1.0148604,-0.4095079,-0.85885954,-0.9621492,-0.40647113,-0.7271393,-0.6125009,-0.31001765,-1.24556,-0.7166282,-0.3442949,-1.0700538,-0.6669962,-0.28547946,-0.86245173,-0.6238164,-0.25958842,-0.7581985,-0.20379184,-0.3414423,-1.2215643,-0.35285226,-0.33971527,-1.0592808,-0.3182668,-0.2152485,-0.8639491,-0.2643303,-0.1531776,-0.7666724,0.1656974,-0.3722184,-1.1288959,-0.02110586,-0.33803958,-0.9903027,-0.0066971616,-0.21150368,-0.83383375,0.05327491,-0.13286397
OK,-0.0,0.0,0.0,-0.104552165,-0.6320541,-0.03394103,-0.36634147,-1.2826174,-0.1331736,-0.45713514,-1.7802246,-0.22809754,-0.43980044,-2.2064452,-0.30453372,-0.6521869,-1.0471267,-0.30769643,-1.2702569,-1.123225,-0.4318441,-1.1015385,-1.0201701,-0.4587751,-0.87618375,-0.97000074,-0.45388013,-0.70560217,-0.6154907,-0.3511364,-1.2796215,-0.7022131,-0.39209893,-1.1029009,-0.6547946,-0.32587048,-0.87987113,-0.61445934,-0.29503855,-0.73062485,-0.19222997,-0.38497815,-1.245092,-0.3289948,-0.3831848,-1.0793338,-0.2927698,-0.24581768,-0.871093,-0.24045822,-0.17692898,-0.73861146,0.19364439,-0.41901776,-1.1480018,0.01409192,-0.38092253,-1.003528,0.029014716,-0.24388836,-0.8302378,0.08474382,-0.16035372
OK,-0.0,0.0,0.0,-0.12163277,-0.63848746,-0.046467025,-0.3923402,-1.3010176,-0.15783869,-0.48128358,-1.8077987,-0.26236898,-0.4647075,-2.243254,-0.3456072,-0.64173937,-1.056529,-0.33691728,-1.2939429,-1.127189,-0.48010504,-1.121353,-1.0063685,-0.51937854,-0.87841296,-0.96598905,-0.5212736,-0.6920211,-0.612036,-0.38277763,-1.3049366,-0.68962914,-0.44404465,-1.1229167,-0.6249665,-0.38292864,-0.87474716,-0.60247755,-0.3537483,-0.7148829,-0.17402904,-0.42015404,-1.275409,-0.307332,-0.4324186,-1.1050446,-0.25429,-0.28688648,-0.87473434,-0.21115299,-0.21027012,-0.7175794,0.22797142,-0.4591614,-1.1542798,0.057444584,-0.43162635,-1.0093582,0.076474786,-0.29184118,-0.81985074,0.11988283,-0.20524547
OK,-0.0,0.0,0.0,-0.11819171,-0.63053936,-0.04835138,-0.39626583,-1.298835,-0.16585816,-0.49119037,-1.816836,-0.2728923,-0.48200813,-2.2553666,-0.3585934,-0.624106,-1.0631412,-0.3765285,-1.2937346,-1.1197988,-0.522804,-1.131658,-1.0092616,-0.55067587,-0.8928742,-0.97501147,-0.5431546,-0.67066395,-0.61118543,-0.42031193,-1.3102903,-0.68689275,-0.48670575,-1.1323463,-0.62601227,-0.41343683,-0.8869385,-0.60163206,-0.3739814,-0.6972094,-0.16609733,-0.4528805,-1.272447,-0.3084809,-0.4682327,-1.0995673,-0.2529988,-0.3131087,-0.8733995,-0.20337728,-0.2287713,-0.70955336,0.2435247,-0.48623797,-1.1545705,0.062134665,-0.45874932,-1.0085943,0.08615821,-0.315269,-0.82302886,0.1404,-0.22582583
OK,-0.0,0.0,0.0,-0.12977038,-0.62109613,-0.057408806,-0.42194623,-1.3081627,-0.18275623,-0.5229462,-1.8468024,-0.29942966,-0.5241338,-2.2994063,-0.39240834,-0.6309445,-1.0713811,-0.38489622,-1.3142956,-1.1176878,-0.5544426,-1.1494112,-1.0021907,-0.5973831,-0.9084165,-0.9686036,-0.59686273,-0.6569708,-0.6170484,-0.43317515,-1.3300276,-0.67045146,-0.5310693,-1.1387327,-0.60982966,-0.4681459,-0.8823574,-0.5936227,-0.42860788,-0.67710185,-0.16796595,-0.472857,-1.2886499,-0.2891633,-0.513248,-1.1036742,-0.23472634,-0.35507646,-0.86909986,-0.18988624,-0.26045498,-0.69034165,0.24797407,-0.5146217,-1.1750839,0.07610119,-0.49546543,-1.024642,0.09545319,-0.3468558,-0.82940185,0.14869732,-0.25077677
OK,-0.0,0.0,0.0,-0.13732615,-0.627667,-0.05672333,-0.43869862,-1.3385779,-0.18467313,-0.5441466,-1.8849326,-0.30536753,-0.5431472,-2.346081,-0.40159598,-0.6211965,-1.0829763,-0.39596778,-1.3110802,-1.143003,-0.57885474,-1.1590825,-1.0465688,-0.62994057,-0.9168262,-1.0110942,-0.6317077,-0.63850725,-0.6238318,-0.4507133,-1.3461757,-0.68108565,-0.5671734,-1.1540803,-0.6447577,-0.5073475,-0.88757503,-0.62991947,-0.46473652,-0.6552984,-0.1711235,-0.49718884,-1.3075055,-0.29711843,-0.55177426,-1.1199306,-0.2709658,-0.3940181,-0.8774408,-0.22964868,-0.2940689,-0.6677182,0.24693662,-0.54572684,-1.1879823,0.07149302,-0.5295232,-1.0405933,0.06738985,-0.37903422,-0.83360463,0.11858994,-0.27982607
OK,-0.0,0.0,0.0,-0.14038406,-0.63419044,-0.053432833,-0.451284,-1.3486943,-0.18241408,-0.54912883,-1.8875089,-0.30292946,-0.5255305,-2.3538382,-0.39877963,-0.5948786,-1.109009,-0.40828905,-1.2875693,-1.1337888,-0.58881646,-1.136558,-1.0259008,-0.6356973,-0.89195436,-0.99295217,-0.6362138,-0.6075243,-0.6437259,-0.4653293,-1.3234979,-0.6674711,-0.58086497,-1.1299427,-0.62030536,-0.5174854,-0.86045974,-0.61161053,-0.47509882,-0.62530607,-0.18429299,-0.51191014,-1.2773434,-0.28740326,-0.5623559,-1.0874149,-0.24698047,-0.39946055,-0.8422132,-0.2127428,-0.30001056,-0.64101434,0.23996527,-0.5600681,-1.1579365,0.082530275,-0.53824425,-1.0065929,0.08587901,-0.3833236,-0.797122,0.1276904,-0.28441933
OK,-0.0,0.0,0.0,-0.14488162,-0.6419586,-0.06494629,-0.4557761,-1.3713839,-0.19900887,-0.54649425,-1.9120108,-0.32318547,-0.5226853,-2.3845015,-0.42223158,-0.5845125,-1.1165831,-0.43132532,-1.3063837,-1.1268319,-0.6277031,-1.1470748,-1.0254256,-0.6843021,-0.8869671,-1.0108922,-0.69001514,-0.5944434,-0.64060223,-0.48607183,-1.3364539,-0.67014855,-0.617265,-1.140454,-0.6251193,-0.55889326,-0.8589283,-0.6249031,-0.51942754,-0.61401623,-0.17515436,-0.53164333,-1.2899232,-0.28391537,-0.5936312,-1.1012185,-0.2442203,-0.43060392,-0.8462323,-0.21425703,-0.3292611,-0.6359851,0.249783,-0.58005464,-1.1768435,0.084929846,-0.5657965,-1.029056,0.08582719,-0.4134137,-0.8073515,0.12605217,-0.31566003
OK,-0.0,0.0,0.0,-0.14721371,-0.6454862,-0.072664216,-0.46413657,-1.3772258,-0.21102759,-0.55710006,-1.9189919,-0.34000313,-0.5414342,-2.395184,-0.4432308,-0.5802921,-1.1222309,-0.43548,-1.3091948,-1.1258998,-0.6488555,-1.154556,-1.0261368,-0.71838653,-0.8904707,-1.0144191,-0.7303341,-0.5820873,-0.64795154,-0.4912568,-1.3407301,-0.6631629,-0.63916695,-1.1397322,-0.6209057,-0.58572924,-0.85390335,-0.6286642,-0.546798,-0.5988481,-0.18232399,-0.5407398,-1.2940866,-0.27648222,-0.6163461,-1.0959605,-0.24513823,-0.45278776,-0.83395374,-0.22583237,-0.34769088,-0.6203801,0.24301249,-0.5944223,-1.1759814,0.08389157,-0.58510786,-1.0228553,0.07983214,-0.43227404,-0.7969799,0.11462314,-0.33344516
OK,-0.0,0.0,0.0,-0.15047939,-0.6238726,-0.07626983,-0.47282368,-1.3533392,-0.21934083,-0.5673247,-1.8955345,-0.35179546,-0.5448543,-2.3783066,-0.45908013,-0.5768829,-1.1028293,-0.46012467,-1.3139237,-1.1146501,-0.6751145,-1.1709678,-0.99764884,-0.7440644,-0.911336,-0.9741244,-0.7566866,-0.571539,-0.6378882,-0.51618004,-1.3498058,-0.6338696,-0.66544175,-1.1566681,-0.5812769,-0.6089164,-0.8667138,-0.5912502,-0.5707208,-0.5822049,-0.17415084,-0.5647636,-1.294308,-0.24258316,-0.63932025,-1.1032481,-0.20567204,-0.47384286,-0.84278214,-0.19143026,-0.3712951,-0.6009174,0.25184107,-0.6178515,-1.1772494,0.11421843,-0.60915935,-1.0334431,0.115787275,-0.45711562,-0.8061972,0.14591691,-0.36138085
OK,-0.0,0.0,0.0,-0.15704325,-0.60861707,-0.08372917,-0.47624353,-1.3395677,-0.233471,-0.56602997,-1.8768629,-0.37043646,-0.54522383,-2.3570855,-0.48256907,-0.5672728,-1.092352,-0.48272386,-1.2984895,-1.082085,-0.70215505,-1.1631651,-0.96009636,-0.77166575,-0.9073271,-0.9443844,-0.784979,-0.5497327,-0.63910663,-0.5379002,-1.337122,-0.60492635,-0.698369,-1.154306,-0.55098075,-0.64523154,-0.8614964,-0.5719911,-0.6089389,-0.552089,-0.18088362,-0.58506596,-1.2728124,-0.20957392,-0.6670717,-1.0892833,-0.17575108,-0.5044896,-0.8261992,-0.17395596,-0.40406078,-0.567575,0.24514487,-0.6371875,-1.1505123,0.13007414,-0.63422877,-1.0110762,0.12928931,-0.48675233,-0.7789634,0.1439388,-0.3951426
OK,-0.0,0.0,0.0,-0.15588416,-0.60945815,-0.09680642,-0.47406042,-1.3484486,-0.25614184,-0.56459534,-1.8887986,-0.39943388,-0.5424846,-2.3797853,-0.5166537,-0.54728884,-1.1015555,-0.5058909,-1.2903509,-1.0682516,-0.7372633,-1.1552494,-0.95772564,-0.8133666,-0.89565796,-0.95842105,-0.8313657,-0.52115583,-0.64414555,-0.5598867,-1.3234155,-0.5914355,-0.7323516,-1.1319942,-0.54415715,-0.6814166,-0.8313365,-0.56850344,-0.6474092,-0.52143747,-0.18312745,-0.6068457,-1.2547854,-0.19994406,-0.697129,-1.0615546,-0.17006919,-0.53258634,-0.79237336,-0.17277598,-0.43230844,-0.54017913,0.24458057,-0.6601206,-1.1198574,0.1409069,-0.6664129,-0.9708541,0.14060603,-0.5209172,-0.7342679,0.15254582,-0.43110397
OK,-0.0,0.0,0.0,-0.15667024,-0.61204827,-0.10340192,-0.47321573,-1.3609163,-0.2677153,-0.5656713,-1.9103308,-0.4142469,-0.535751,-2.407156,-0.534343,-0.53783095,-1.1154355,-0.51605076,-1.2906843,-1.0651293,-0.75480235,-1.1527044,-0.9759899,-0.83564985,-0.8918141,-0.9844378,-0.85695946,-0.50305456,-0.65023565,-0.56932396,-1.3302383,-0.60623246,-0.754887,-1.1336211,-0.5747743,-0.7069165,-0.8293866,-0.593933,-0.67223734,-0.50430363,-0.18783458,-0.61606234,-1.2660723,-0.21370183,-0.7137316,-1.0666691,-0.19844155,-0.54978514,-0.79334617,-0.20034425,-0.44788843,-0.5290067,0.24298392,-0.6697795,-1.1223032,0.13255005,-0.6786097,-0.97105455,0.11995329,-0.53595054,-0.7308299,0.13180035,-0.44783923
OK,-0.0,0.0,0.0,-0.15866625,-0.6121146,-0.10940929,-0.48564678,-1.3489699,-0.28404084,-0.56950015,-1.8986561,-0.43718544,-0.5323266,-2.3981326,-0.56484663,-0.523685,-1.0992776,-0.57123476,-1.2791305,-1.0471349,-0.8073737,-1.1657844,-0.937748,-0.8740893,-0.9136465,-0.9341911,-0.8875961,-0.4629358,-0.6274677,-0.6260788,-1.3193458,-0.5730706,-0.83027214,-1.1256001,-0.533178,-0.779043,-0.81045604,-0.55389,-0.7408923,-0.45425427,-0.1586674,-0.6697415,-1.2468011,-0.17888544,-0.7769958,-1.0488921,-0.16055769,-0.6063227,-0.76751834,-0.16290212,-0.5003088,-0.47310367,0.27454674,-0.72014046,-1.0889702,0.1676285,-0.73578745,-0.9432811,0.14921531,-0.59253883,-0.69793046,0.156321,-0.5051277
OK,-0.0,0.0,0.0,-0.15982327,-0.61238664,-0.10998657,-0.49090463,-1.3521777,-0.28137887,-0.5805111,-1.8922033,-0.430734,-0.53909475,-2.388731,-0.5576879,-0.51786965,-1.1296124,-0.5663179,-1.278207,-1.0340655,-0.8022775,-1.1791065,-0.93818593,-0.874785,-0.93392575,-0.94186085,-0.8933053,-0.4537252,-0.6406119,-0.6194755,-1.3187163,-0.56142557,-0.8206322,-1.1368536,-0.52825814,-0.77362996,-0.8301156,-0.5532681,-0.7407662,-0.44512823,-0.15683694,-0.66116834,-1.2576808,-0.16039605,-0.7676301,-1.0655617,-0.14927945,-0.60357857,-0.7848863,-0.15783064,-0.50342804,-0.46532077,0.2848647,-0.7092859,-1.0894549,0.19535144,-0.7270241,-0.9516995,0.17249882,-0.5898942,-0.71235794,0.17073911,-0.5072847
OK,-0.0,0.0,0.0,-0.1638028,-0.5966381,-0.12636626,-0.5027344,-1.3350157,-0.30828145,-0.5973256,-1.8802724,-0.46383673,-0.55835044,-2.392087,-0.5962701,-0.52057076,-1.0996394,-0.60089916,-1.2955472,-1.0182872,-0.8344007,-1.1829128,-0.9004939,-0.9018971,-0.92908573,-0.8996971,-0.91993415,-0.4589078,-0.6112417,-0.6448156,-1.324561,-0.5556505,-0.83214337,-1.142457,-0.4994967,-0.77742696,-0.8388571,-0.51968265,-0.7478,-0.45465344,-0.1250599,-0.67686146,-1.2710081,-0.15313515,-0.77425116,-1.0802156,-0.12738234,-0.6045428,-0.7980627,-0.12869832,-0.50773704,-0.4829597,0.3186057,-0.7163796,-1.1187056,0.2128636,-0.7325888,-0.97392815,0.19402584,-0.594929,-0.72222537,0.20359717,-0.5161556
OK,-0.0,0.0,0.0,-0.16998704,-0.58733124,-0.12786375,-0.49586686,-1.3106722,-0.32101437,-0.5670821,-1.8665968,-0.48716518,-0.5130968,-2.381028,-0.629942,-0.4635319,-1.0989702,-0.6427876,-1.2385173,-1.014811,-0.8892123,-1.1235422,-0.8896724,-0.95723665,-0.86434454,-0.8978917,-0.97355396,-0.38697723,-0.61237425,-0.6893811,-1.269234,-0.54288495,-0.8932033,-1.0892122,-0.48293707,-0.8383285,-0.7861003,-0.51247436,-0.80756676,-0.38034332,-0.13028489,-0.7221007,-1.2098023,-0.14758249,-0.8292462,-1.0268577,-0.1257011,-0.6554245,-0.74752027,-0.13336769,-0.5550231,-0.40963686,0.3091234,-0.76218486,-1.05029,0.20854682,-0.7807413,-0.9149733,0.18518747,-0.6413397,-0.66350293,0.18881582,-0.5625509
OK,-0.0,0.0,0.0,-0.19401406,-0.6105957,-0.14666656,-0.52842844,-1.3633767,-0.33410892,-0.5992924,-1.9073328,-0.49345645,-0.5394724,-2.4312189,-0.6273038,-0.48381358,-1.1250848,-0.6355181,-1.2761074,-1.0296284,-0.90315783,-1.1317604,-0.91204274,-0.9963913,-0.8453716,-0.911219,-1.0314369,-0.39740688,-0.6149799,-0.68107814,-1.3112218,-0.52538097,-0.89664,-1.0931076,-0.47209436,-0.85167956,-0.77659845,-0.48029953,-0.8325944,-0.38202,-0.101101436,-0.71907914,-1.2456015,-0.10436987,-0.8364208,-1.0263629,-0.09194698,-0.66868776,-0.7316689,-0.088525474,-0.5763847,-0.39493835,0.3556507,-0.7679281,-1.0675638,0.2934906,-0.799474,-0.9078179,0.256619,-0.6696967,-0.6430227,0.2571665,-0.59983903
OK,-0.0,0.0,0.0,-0.19042854,-0.60532916,-0.15151712,-0.5132162,-1.3499587,-0.34473315,-0.576288,-1.891924,-0.50719917,-0.508418,-2.4147303,-0.64339674,-0.44613338,-1.1195313,-0.65616524,-1.2394927,-1.0381385,-0.92596465,-1.0902528,-0.93078613,-1.0168113,-0.80112886,-0.9291264,-1.0496554,-0.35638767,-0.6247585,-0.6947408,-1.2655889,-0.53970295,-0.9145067,-1.0529697,-0.49079755,-0.868536,-0.74559987,-0.49425328,-0.8489926,-0.34568143,-0.12138432,-0.72426224,-1.2130178,-0.12082136,-0.84218717,-0.99365413,-0.11415482,-0.67160064,-0.6998924,-0.10761354,-0.577913,-0.36612454,0.3339566,-0.7648001,-1.0336118,0.27350646,-0.7963378,-0.87472665,0.2342558,-0.66829634,-0.6111676,0.23625785,-0.6002927
OK,-0.0,0.0,0.0,-0.22930525,-0.6533452,-0.18695615,-0.5413863,-1.4092664,-0.39749902,-0.5778631,-1.9664942,-0.57487184,-0.47877112,-2.5158331,-0.725567,-0.38723192,-1.1551691,-0.6985739,-1.2263589,-1.0479476,-0.9892157,-1.0822964,-0.9564057,-1.0869632,-0.78608984,-0.96406245,-1.1241752,-0.26117495,-0.6297308,-0.7315919,-1.2315042,-0.5488861,-0.9727457,-1.0311806,-0.52787685,-0.9345082,-0.7254691,-0.53546154,-0.9220257,-0.2386491,-0.101038925,-0.75942385,-1.149608,-0.122346506,-0.9042181,-0.94439465,-0.14834525,-0.7463854,-0.6547508,-0.1499956,-0.65895474,-0.25596967,0.35844103,-0.8006334,-0.9569225,0.28038922,-0.8517061,-0.80963516,0.2179661,-0.73245955,-0.53909177,0.22455822,-0.67019916
